merchant_id,merchant_name,category,mcc_code,country_code,interchange_fee_pct,risk_rating,onboarding_date,payout_settlement_days,is_chargeback_monitored,monthly_volume_est
M4074,Cyber Cafe,Financial Services & SaaS,5999,US,0.0259,Moderate,2021-05-24,1,0,477308.72
M6663,BlueSky Mart,Food & Dining,5812,IN,0.0233,Moderate,2020-05-30,1,0,374440.49
M5809,Aero Express,Grocery & Supermarket,5411,US,0.0152,Low,2020-10-15,3,0,14483.05
M2246,Swift Cloud,Travel & Airlines,4511,AU,0.0329,High,2021-03-18,7,0,1519299.38
M9813,Pioneer Cafe,E-Commerce & Marketplaces,5311,IN,0.0272,Moderate,2021-02-02,2,0,1807196.59
M5783,Prime Store,Gaming & Virtual Goods,7995,IN,0.0333,High,2022-03-07,1,0,1833452.61
M5237,Prime Ventures,Food & Dining,5812,FR,0.0237,Low,2022-10-09,2,0,971071.64
M5808,Summit Logistics,Travel & Airlines,4511,IN,0.0311,High,2023-08-22,2,0,2311355.91
M9025,Cyber Hub,Electronics & Computers,5732,AU,0.0202,Moderate,2023-05-17,3,0,238678.53
M1708,Aero Direct,E-Commerce & Marketplaces,5311,US,0.0274,Moderate,2023-06-23,7,0,1285784.67
M2328,Alpha Mart,Food & Dining,5812,US,0.0201,Low,2024-08-10,3,0,1152911.71
M8908,Aero Tech,E-Commerce & Marketplaces,5311,IN,0.0265,Moderate,2022-07-10,7,0,299420.11
M5623,Hyper Direct,Healthcare & Wellness,8099,US,0.0168,Low,2022-05-15,2,0,334896.62
M7070,Prime Solutions,Food & Dining,5812,GB,0.0236,Low,2024-08-10,3,0,1045991.33
M7541,Starlight Cafe,Food & Dining,5812,GB,0.0238,Low,2023-04-23,2,0,517636.81
M7130,Beacon Holdings,Electronics & Computers,5732,US,0.0213,Moderate,2022-09-23,7,0,655589.65
M9016,Titan Cafe,Grocery & Supermarket,5411,DE,0.0156,Moderate,2020-04-27,7,0,357970.3
M7028,Summit Holdings,Grocery & Supermarket,5411,AU,0.0129,Low,2021-07-18,7,0,1462893.31
M4580,Titan Cloud,Grocery & Supermarket,5411,SG,0.0175,Low,2023-01-03,1,0,377985.74
M7678,Titan Mart,Gaming & Virtual Goods,7995,SG,0.0348,Low,2020-05-30,2,0,1608126.75
M9326,Pioneer Mart,Crypto & Digital Assets,6051,US,0.037,Extreme,2020-02-01,2,0,2137194.46
M3700,Vanguard Holdings,Crypto & Digital Assets,6051,US,0.0354,Extreme,2023-06-24,7,1,514420.02
M6993,Cyber Holdings,Gaming & Virtual Goods,7995,GB,0.0307,Extreme,2022-10-14,1,0,1823285.59
M5220,Quantum Direct,Healthcare & Wellness,8099,AU,0.0179,Low,2021-03-20,3,0,1020395.9
M5929,Hyper Store,Gaming & Virtual Goods,7995,SG,0.0348,High,2020-06-12,2,1,747397.26
M7926,Swift Express,Financial Services & SaaS,5999,FR,0.0259,Moderate,2021-01-16,1,0,1225473.58
M5857,Hyper Solutions,Food & Dining,5812,IN,0.0225,Low,2020-03-12,1,0,456427.64
M1547,Apex Pay,Travel & Airlines,4511,IN,0.0294,High,2020-10-20,2,0,1906504.48
M2754,Pioneer Direct,Food & Dining,5812,GB,0.0176,Low,2023-07-03,2,0,1663215.67
M6720,Horizon Cloud,Food & Dining,5812,SG,0.0172,Low,2023-07-25,7,0,1103240.82
M2354,Summit Retail,Food & Dining,5812,FR,0.021,Low,2022-05-27,2,0,1679754.5
M1428,Vanguard Hub,E-Commerce & Marketplaces,5311,AU,0.0225,Moderate,2021-06-28,1,0,647420.52
M4843,SilverLine Logistics,Grocery & Supermarket,5411,CA,0.0127,Low,2021-06-03,2,0,2257847.15
M4954,Horizon Ventures,Electronics & Computers,5732,US,0.0236,Moderate,2024-03-15,1,0,543332.6
M1228,Titan Retail,Travel & Airlines,4511,CA,0.0329,High,2024-07-05,7,0,757717.39
M5683,Horizon Cafe,E-Commerce & Marketplaces,5311,GB,0.0235,Extreme,2023-04-14,1,0,1275825.85
M2866,Nexus Store,Food & Dining,5812,AU,0.0173,Low,2021-08-04,1,0,2121932.03
M4697,Prime Cafe,Healthcare & Wellness,8099,GB,0.0213,Moderate,2022-06-13,1,0,1523162.39
M7138,Vanguard Express,Food & Dining,5812,SG,0.0208,Low,2024-03-18,1,0,1603454.87
M7802,Nova Ventures,Gaming & Virtual Goods,7995,IN,0.0314,High,2021-08-05,3,0,2352362.79
M4540,Zenith Foods,Grocery & Supermarket,5411,US,0.0177,High,2022-02-14,1,0,2167116.17
M2405,Starlight Solutions,Gaming & Virtual Goods,7995,FR,0.0338,Extreme,2024-05-03,2,0,1672388.77
M5133,Pioneer Tech,Food & Dining,5812,US,0.0205,Low,2020-07-11,2,0,1501010.32
M5365,Swift Retail,Financial Services & SaaS,5999,GB,0.023,Moderate,2020-04-11,1,0,2272190.95
M5989,Nexus Express,Gaming & Virtual Goods,7995,US,0.0305,High,2021-05-22,1,0,1667578.36
M2949,Hyper Direct,Travel & Airlines,4511,DE,0.0297,High,2023-03-14,2,1,166372.12
M5612,BlueSky Retail,Gaming & Virtual Goods,7995,AU,0.0334,High,2020-07-17,7,1,1683030.48
M9562,Vanguard Cloud,Healthcare & Wellness,8099,DE,0.0157,Low,2020-12-28,3,0,411624.6
M7132,Alpha Hub,Financial Services & SaaS,5999,CA,0.0272,Moderate,2021-11-16,2,0,484112.1
M9168,Aero Tech,Food & Dining,5812,DE,0.0215,Low,2021-06-24,1,0,2061752.69
M1008,Horizon Air,Crypto & Digital Assets,6051,IN,0.0412,Extreme,2023-12-03,1,0,1277086.59
M3643,Alpha Hub,E-Commerce & Marketplaces,5311,GB,0.0225,Moderate,2024-05-11,2,0,1614217.3
M9727,Vertex Air,Financial Services & SaaS,5999,FR,0.0293,Moderate,2023-06-28,2,0,526348.37
M4626,Apex Express,Gaming & Virtual Goods,7995,SG,0.0363,High,2021-01-17,1,0,35479.26
M7840,Titan Retail,Electronics & Computers,5732,US,0.0247,Moderate,2024-02-19,7,0,2455286.58
M6164,Zenith Retail,Travel & Airlines,4511,CA,0.0315,High,2023-10-06,1,0,1726516.87
M4102,Horizon Tech,E-Commerce & Marketplaces,5311,SG,0.0284,High,2020-10-12,1,0,2164185.69
M9657,Cyber Pay,Travel & Airlines,4511,AU,0.0307,High,2023-03-13,2,0,1289070.08
M8608,Velocity Mart,E-Commerce & Marketplaces,5311,US,0.0263,Moderate,2023-05-14,2,0,1549692.17
M5534,Global Foods,Gaming & Virtual Goods,7995,US,0.0365,High,2023-02-18,1,1,915969.88
M6078,Horizon Foods,Travel & Airlines,4511,DE,0.0258,High,2020-05-22,2,1,678924.83
M9518,Swift Pay,Gaming & Virtual Goods,7995,US,0.0336,High,2023-01-05,1,0,1259053.08
M6495,Prime Foods,Crypto & Digital Assets,6051,AU,0.0354,Extreme,2024-05-31,1,0,1933682.86
M6762,Horizon Foods,Healthcare & Wellness,8099,US,0.0174,Low,2020-02-19,7,0,1077493.57
M9538,Pulse Retail,Grocery & Supermarket,5411,GB,0.0137,Low,2024-06-23,2,0,1687284.2
M6941,Alpha Solutions,Grocery & Supermarket,5411,FR,0.0178,Low,2023-04-28,1,0,1250392.65
M7179,Aero Mart,Healthcare & Wellness,8099,US,0.0224,Low,2020-04-16,1,0,123811.18
M7461,Quantum Cloud,Electronics & Computers,5732,US,0.0224,Moderate,2023-09-10,3,0,2421709.2
M1511,Beacon Cafe,Gaming & Virtual Goods,7995,US,0.0293,High,2021-05-19,1,0,2360721.73
M4364,Starlight Logistics,Food & Dining,5812,IN,0.0168,Low,2024-04-29,1,0,2363519.88
M5468,Zenith Solutions,Electronics & Computers,5732,DE,0.0193,Moderate,2023-10-14,1,0,1997050.48
M9020,Global Direct,Healthcare & Wellness,8099,IN,0.0202,Low,2022-07-30,2,0,2130283.41
M6090,Pulse Retail,Electronics & Computers,5732,CA,0.0199,Moderate,2020-04-10,2,0,581546.09
M2660,Apex Hub,Crypto & Digital Assets,6051,CA,0.0391,Extreme,2020-10-21,7,0,1152231.23
M2155,Quantum Holdings,Electronics & Computers,5732,GB,0.0232,Moderate,2022-05-30,3,0,1679468.22
M2542,Aero Store,Food & Dining,5812,IN,0.0197,Low,2024-03-26,1,0,2181328.6
M1628,Vertex Retail,Travel & Airlines,4511,CA,0.0324,High,2020-10-04,1,0,1209402.38
M3682,Zenith Mart,Healthcare & Wellness,8099,US,0.0166,Low,2021-11-21,2,0,677204.82
M6965,Starlight Cloud,Grocery & Supermarket,5411,GB,0.013,High,2024-06-05,2,0,1975876.5
M9650,Cyber Hub,Gaming & Virtual Goods,7995,AU,0.0337,High,2021-08-29,1,1,2336370.59
M7168,Aero Direct,Financial Services & SaaS,5999,GB,0.0239,Moderate,2024-06-07,2,0,1440270.43
M5321,Vanguard Holdings,Food & Dining,5812,DE,0.0182,Low,2021-09-19,7,0,753380.13
M9862,Titan Express,E-Commerce & Marketplaces,5311,US,0.0218,Moderate,2023-10-23,1,0,385499.76
M5618,Vertex Ventures,Electronics & Computers,5732,FR,0.0207,Moderate,2020-02-23,2,0,1800992.74
M2948,Hyper Store,Gaming & Virtual Goods,7995,US,0.0352,High,2024-07-14,7,1,661482.67
M8631,Hyper Holdings,E-Commerce & Marketplaces,5311,FR,0.024,Moderate,2021-08-25,3,0,2303646.38
M9898,Pioneer Logistics,Financial Services & SaaS,5999,GB,0.0252,Moderate,2021-07-13,3,0,200812.36
M6935,Zenith Cloud,Grocery & Supermarket,5411,FR,0.0135,Low,2022-10-20,7,0,768837.08
M6137,Zenith Solutions,Crypto & Digital Assets,6051,IN,0.0362,Extreme,2020-10-06,7,1,397101.96
M6690,Nova Holdings,Financial Services & SaaS,5999,IN,0.0263,Moderate,2020-03-06,3,0,92301.03
M1092,Alpha Hub,E-Commerce & Marketplaces,5311,US,0.0262,Moderate,2023-12-14,3,0,673307.6
M3674,Global Foods,Grocery & Supermarket,5411,SG,0.0179,Low,2020-02-11,7,0,611460.06
M2545,Nova Store,Food & Dining,5812,FR,0.0199,Low,2024-05-09,1,0,775637.46
M9066,Swift Holdings,Food & Dining,5812,US,0.0183,High,2020-10-29,7,1,1650832.27
M4699,Prime Ventures,Gaming & Virtual Goods,7995,CA,0.0338,High,2020-05-17,2,0,1914805.34
M5152,Nova Mart,Travel & Airlines,4511,AU,0.0285,High,2022-05-07,7,1,1602568.76
M2270,Starlight Ventures,Travel & Airlines,4511,FR,0.0324,High,2022-01-15,2,0,777441.39
M3883,Pulse Pay,Travel & Airlines,4511,IN,0.032,High,2020-03-14,7,0,662220.97
M9776,Alpha Logistics,Food & Dining,5812,GB,0.0162,Low,2023-09-10,2,0,1945764.49
M2420,Starlight Holdings,Grocery & Supermarket,5411,AU,0.0168,Low,2024-03-12,1,0,1005687.38
M8895,Vertex Mart,Food & Dining,5812,CA,0.0164,Low,2020-05-06,3,0,1768750.88
M7479,Nova Foods,Travel & Airlines,4511,GB,0.0289,High,2020-07-25,2,0,1149802.29
M3623,Horizon Store,Financial Services & SaaS,5999,CA,0.0223,Moderate,2024-05-15,7,0,1254831.94
M3667,Alpha Cloud,Crypto & Digital Assets,6051,FR,0.0387,Low,2022-01-01,1,0,2361900.59
M2783,Pioneer Mart,Healthcare & Wellness,8099,SG,0.016,Low,2020-08-21,1,0,237000.24
M2963,Zenith Cafe,Healthcare & Wellness,8099,US,0.0161,Low,2020-09-30,3,0,1953088.64
M9083,Nexus Direct,Gaming & Virtual Goods,7995,US,0.0345,High,2021-05-11,2,0,1093917.09
M9610,Nexus Foods,Food & Dining,5812,IN,0.0168,Low,2023-07-23,1,0,1803066.69
M4360,Apex Pay,Gaming & Virtual Goods,7995,US,0.0347,High,2023-01-01,3,1,2151079.45
M1551,Cyber Air,Crypto & Digital Assets,6051,AU,0.0368,Extreme,2020-06-01,1,1,506669.54
M7357,Pioneer Holdings,Grocery & Supermarket,5411,GB,0.0155,Low,2021-07-21,7,0,2250939.33
M7045,Horizon Foods,Gaming & Virtual Goods,7995,US,0.0309,High,2020-05-18,1,0,1937140.47
M5787,Apex Store,Electronics & Computers,5732,IN,0.0248,Moderate,2021-01-16,7,0,864102.17
M4276,Global Pay,E-Commerce & Marketplaces,5311,US,0.0285,Moderate,2021-09-16,2,0,2304075.28
M5258,Apex Cloud,Healthcare & Wellness,8099,US,0.019,Low,2021-12-07,1,0,993575.73
M8530,Swift Hub,Crypto & Digital Assets,6051,DE,0.0357,Extreme,2020-08-22,1,0,778262.0
M8902,BlueSky Express,Crypto & Digital Assets,6051,US,0.0355,Moderate,2021-09-19,3,0,1136290.23
M6276,Summit Cafe,Electronics & Computers,5732,SG,0.0266,Moderate,2022-12-05,2,0,1545489.33
M1077,SilverLine Pay,Grocery & Supermarket,5411,CA,0.017,Low,2023-03-09,3,0,2372279.48
M6030,Starlight Direct,Grocery & Supermarket,5411,FR,0.0129,Low,2024-06-29,1,0,1514296.84
M3714,Pulse Hub,Grocery & Supermarket,5411,SG,0.0175,Low,2021-10-12,2,0,1989100.13
M3721,Vertex Direct,Crypto & Digital Assets,6051,US,0.0406,Low,2021-10-05,1,0,1042108.66
M6184,Nexus Cafe,Crypto & Digital Assets,6051,FR,0.0372,Extreme,2022-12-07,1,1,2479874.22
M8301,Nexus Retail,Electronics & Computers,5732,IN,0.0268,Moderate,2023-12-05,1,0,788569.54
M1653,Summit Retail,Healthcare & Wellness,8099,SG,0.0178,Low,2023-05-11,1,0,2381135.17
M8036,Velocity Direct,Grocery & Supermarket,5411,FR,0.0157,Low,2024-03-15,2,0,1000865.81
M2130,Horizon Cloud,E-Commerce & Marketplaces,5311,FR,0.0244,Moderate,2020-08-06,3,0,885182.97
M7100,Starlight Holdings,Electronics & Computers,5732,US,0.0239,Extreme,2022-12-03,1,0,126525.15
M4058,Hyper Express,E-Commerce & Marketplaces,5311,GB,0.0264,Moderate,2020-10-19,2,0,1671003.64
M7440,Prime Logistics,Electronics & Computers,5732,CA,0.0248,Moderate,2023-05-21,7,0,780183.64
M8413,Starlight Solutions,Travel & Airlines,4511,IN,0.028,High,2022-10-08,1,0,600794.57
M4745,Prime Ventures,Travel & Airlines,4511,US,0.0316,Extreme,2020-09-16,3,0,145575.75
M1732,Beacon Direct,Healthcare & Wellness,8099,SG,0.0166,High,2022-10-16,7,0,2277971.56
M2021,Swift Hub,Travel & Airlines,4511,GB,0.0253,High,2024-08-19,7,0,1434025.63
M8603,Pioneer Express,E-Commerce & Marketplaces,5311,DE,0.0263,Moderate,2022-12-22,1,0,584860.02
M2497,Horizon Mart,Gaming & Virtual Goods,7995,CA,0.0357,High,2022-10-08,2,1,1738767.28
M2678,Zenith Cafe,Crypto & Digital Assets,6051,US,0.0413,High,2022-01-27,7,0,629551.29
M4032,Aero Direct,Travel & Airlines,4511,DE,0.032,Extreme,2022-05-17,7,0,2465857.64
M1017,BlueSky Foods,Crypto & Digital Assets,6051,FR,0.0384,Extreme,2022-12-18,7,0,896472.9
M8987,Zenith Foods,Electronics & Computers,5732,CA,0.0224,Moderate,2020-02-23,2,0,1421682.24
M8882,Vertex Pay,E-Commerce & Marketplaces,5311,US,0.028,Extreme,2022-04-07,1,0,1740986.05
M5781,Apex Holdings,Healthcare & Wellness,8099,US,0.0187,Low,2024-08-13,2,0,1407161.86
M4272,Horizon Express,Electronics & Computers,5732,FR,0.0198,High,2021-04-05,2,1,1265535.54
M7318,Beacon Store,Electronics & Computers,5732,GB,0.024,Moderate,2022-11-27,3,0,1047823.07
M8630,Vanguard Tech,Financial Services & SaaS,5999,DE,0.0265,Low,2020-02-13,2,0,943098.82
M2654,Aero Express,Electronics & Computers,5732,CA,0.0231,Moderate,2024-07-12,3,0,1496564.08
M1668,Nexus Tech,Grocery & Supermarket,5411,US,0.0195,High,2020-06-09,7,1,1070906.15
M1753,Nova Store,Crypto & Digital Assets,6051,SG,0.0355,Extreme,2020-10-25,3,0,2258206.86
M9604,Swift Mart,E-Commerce & Marketplaces,5311,FR,0.0282,Moderate,2021-02-28,7,0,2063666.5
M8486,Swift Tech,Electronics & Computers,5732,GB,0.0245,Moderate,2022-02-14,2,0,81418.11
M8883,Swift Store,Grocery & Supermarket,5411,CA,0.0171,Low,2022-04-21,1,0,1644948.67
M2380,Velocity Air,Crypto & Digital Assets,6051,IN,0.0365,Extreme,2020-09-18,2,0,2167520.01
M7499,Horizon Cafe,Food & Dining,5812,DE,0.0181,Low,2022-06-08,1,0,355237.49
M6009,Aero Express,Financial Services & SaaS,5999,CA,0.0229,Moderate,2022-06-11,7,0,793815.49
M7993,Vanguard Air,Grocery & Supermarket,5411,CA,0.0151,Low,2023-05-21,2,0,846220.43
M3349,Vanguard Ventures,Financial Services & SaaS,5999,AU,0.0268,Moderate,2023-05-02,2,0,1487241.55
M9572,Global Cloud,Crypto & Digital Assets,6051,AU,0.0388,Extreme,2023-04-28,3,0,1061060.47
M6480,Horizon Pay,Financial Services & SaaS,5999,IN,0.0231,Moderate,2024-05-22,1,0,718505.05
M4897,Titan Cafe,Crypto & Digital Assets,6051,AU,0.035,Low,2023-01-11,7,0,1181259.27
M9054,Global Holdings,Grocery & Supermarket,5411,GB,0.0152,Low,2021-04-17,2,0,143120.48
M1785,Beacon Foods,Healthcare & Wellness,8099,CA,0.0166,Extreme,2020-07-30,2,1,1311061.14
M9238,Horizon Direct,Electronics & Computers,5732,FR,0.023,Moderate,2023-07-05,2,0,2238625.48
M2125,Nova Mart,Healthcare & Wellness,8099,CA,0.0224,Low,2023-04-11,1,0,2156906.98
M8773,Summit Cafe,Financial Services & SaaS,5999,GB,0.0285,Moderate,2021-04-22,2,0,592290.13
M9615,Summit Express,Food & Dining,5812,US,0.0227,Low,2024-09-18,7,0,248379.66
M5174,Summit Ventures,Healthcare & Wellness,8099,DE,0.0172,Moderate,2022-10-30,1,0,488624.9
M7786,Apex Retail,Travel & Airlines,4511,SG,0.0256,High,2022-06-01,1,0,657015.55
M3514,Aero Express,Financial Services & SaaS,5999,AU,0.0266,Moderate,2021-04-07,2,0,1850551.06
M1586,Pioneer Retail,Grocery & Supermarket,5411,AU,0.02,Low,2023-02-12,2,0,295634.31
M9411,Horizon Hub,Food & Dining,5812,CA,0.0205,Low,2023-07-30,1,0,632879.35
M9421,Cyber Cafe,Food & Dining,5812,US,0.0196,Low,2021-10-03,1,0,256555.76
M9345,Zenith Holdings,E-Commerce & Marketplaces,5311,CA,0.0247,Moderate,2023-09-30,1,0,2435582.09
M2240,Summit Ventures,Travel & Airlines,4511,IN,0.0283,High,2020-10-15,1,1,739890.26
M2973,Global Express,Crypto & Digital Assets,6051,US,0.0409,Extreme,2022-11-04,1,1,1148587.39
M6494,Quantum Holdings,Healthcare & Wellness,8099,SG,0.0155,Low,2020-11-11,1,0,566396.67
M4765,Titan Tech,Financial Services & SaaS,5999,DE,0.0278,Moderate,2021-08-26,7,0,1678721.41
M3425,Velocity Pay,Gaming & Virtual Goods,7995,US,0.0345,High,2023-11-25,2,0,46016.78
M2054,Quantum Ventures,Grocery & Supermarket,5411,IN,0.0136,Low,2020-12-28,3,0,1800013.77
M9655,Beacon Retail,Travel & Airlines,4511,IN,0.0293,High,2020-04-30,2,1,1490194.65
M9760,BlueSky Ventures,Crypto & Digital Assets,6051,US,0.0428,Extreme,2024-03-14,7,1,2020362.29
M7742,Aero Pay,Electronics & Computers,5732,SG,0.0238,High,2022-11-14,1,0,929844.85
M5577,Zenith Solutions,Healthcare & Wellness,8099,GB,0.0198,Low,2021-01-11,2,0,2239616.83
M8236,Velocity Pay,Travel & Airlines,4511,AU,0.0271,High,2020-12-04,3,1,1501538.72
M9071,Horizon Ventures,Healthcare & Wellness,8099,SG,0.0179,Low,2021-01-15,7,0,1375705.84
M2970,Horizon Hub,Electronics & Computers,5732,AU,0.0213,Moderate,2021-06-30,2,0,1996803.78
M1796,Beacon Holdings,Food & Dining,5812,GB,0.0232,Low,2023-04-26,7,0,1298275.84
M3327,Zenith Holdings,Electronics & Computers,5732,FR,0.0248,Moderate,2020-08-04,2,0,2231208.91
M6871,Nova Air,Healthcare & Wellness,8099,DE,0.0215,Low,2021-01-20,1,0,1288828.32
M8805,Horizon Holdings,Financial Services & SaaS,5999,IN,0.0221,Moderate,2020-07-29,3,0,339718.43
M6196,SilverLine Ventures,Gaming & Virtual Goods,7995,US,0.0334,High,2021-10-21,7,0,344008.77
M5120,Cyber Direct,Financial Services & SaaS,5999,AU,0.0232,Moderate,2024-02-17,7,0,867940.21
M2244,Global Hub,Crypto & Digital Assets,6051,FR,0.0424,High,2022-01-18,7,0,585001.01
M5205,Summit Direct,Healthcare & Wellness,8099,IN,0.015,Low,2020-11-25,2,0,2099920.1
M5230,Nexus Cloud,Food & Dining,5812,US,0.0186,Low,2020-12-26,3,0,1258996.06
M1985,Cyber Express,Gaming & Virtual Goods,7995,AU,0.0312,High,2020-08-27,1,0,142205.84
M2285,Aero Express,Financial Services & SaaS,5999,US,0.0243,Moderate,2024-07-24,3,0,1397551.86
M3705,Apex Cloud,Grocery & Supermarket,5411,IN,0.0168,Low,2021-06-07,2,0,1542954.38
M2820,Beacon Solutions,E-Commerce & Marketplaces,5311,IN,0.0253,Moderate,2020-09-15,3,0,1861636.73
M4828,Apex Hub,Grocery & Supermarket,5411,US,0.0159,Low,2023-10-10,7,0,2415633.18
M4128,Starlight Store,Food & Dining,5812,DE,0.0179,Low,2020-06-22,3,0,1387831.25
M5779,Vanguard Cafe,Gaming & Virtual Goods,7995,DE,0.0297,Extreme,2023-03-09,3,0,263401.73
M3098,Beacon Cafe,Travel & Airlines,4511,FR,0.0296,High,2023-10-29,2,1,1361992.85
M6406,Quantum Store,Financial Services & SaaS,5999,DE,0.0284,Moderate,2020-10-04,2,0,1937652.95
M6212,Beacon Mart,Healthcare & Wellness,8099,DE,0.0205,Low,2021-10-03,2,0,1221765.11
M3374,Pulse Holdings,Financial Services & SaaS,5999,CA,0.0261,Moderate,2024-05-18,2,0,1351303.33
M4452,Prime Store,Crypto & Digital Assets,6051,US,0.0393,Extreme,2024-03-03,1,1,1949946.73
M8145,Beacon Solutions,Electronics & Computers,5732,SG,0.0211,Moderate,2022-07-16,1,0,512428.9
M4503,Nexus Cloud,Crypto & Digital Assets,6051,US,0.0395,Extreme,2022-08-25,2,0,2362035.0
M3802,Summit Tech,Financial Services & SaaS,5999,US,0.0287,Moderate,2024-01-18,1,0,545152.34
M9006,Prime Hub,Food & Dining,5812,US,0.0224,Low,2022-09-20,2,0,2254304.6
M7941,Vanguard Retail,Travel & Airlines,4511,US,0.0327,High,2021-02-20,2,1,1816070.01
M5794,Pulse Logistics,Food & Dining,5812,US,0.0232,Low,2021-11-08,2,0,1712655.19
M7034,Pulse Hub,Electronics & Computers,5732,IN,0.0203,Moderate,2024-09-05,1,0,700376.23
M7137,Apex Mart,Food & Dining,5812,FR,0.0238,Low,2021-02-22,1,0,1658011.09
M6722,Horizon Foods,Food & Dining,5812,FR,0.017,Moderate,2021-05-19,2,0,553137.05
M2735,SilverLine Direct,Food & Dining,5812,IN,0.0223,Low,2022-06-15,2,0,566757.51
M7658,Summit Store,Crypto & Digital Assets,6051,IN,0.0427,Extreme,2021-12-07,7,0,867088.61
M7628,Cyber Mart,Travel & Airlines,4511,CA,0.0256,Extreme,2022-12-22,2,0,720839.26
M4989,Cyber Foods,Food & Dining,5812,US,0.0218,Low,2024-03-06,1,0,2419743.65
M7493,Titan Logistics,Healthcare & Wellness,8099,DE,0.0217,Low,2022-02-10,1,0,915822.59
M2702,Nexus Mart,Crypto & Digital Assets,6051,US,0.0376,Extreme,2021-05-05,7,0,176631.14
M3283,Quantum Tech,Crypto & Digital Assets,6051,DE,0.0427,Extreme,2020-05-31,7,1,639794.47
M5151,Pulse Retail,Gaming & Virtual Goods,7995,US,0.0304,High,2023-08-30,2,1,1548784.35
M7913,Velocity Store,Electronics & Computers,5732,CA,0.0244,Moderate,2022-11-22,2,0,659752.12
M8801,SilverLine Pay,Healthcare & Wellness,8099,CA,0.0195,Low,2024-06-27,7,0,1954983.82
M4020,Titan Foods,Gaming & Virtual Goods,7995,US,0.0303,High,2020-06-15,7,1,2116903.68
M8672,Aero Direct,Crypto & Digital Assets,6051,AU,0.0399,Extreme,2021-12-07,2,0,2241836.78
M1852,Pulse Retail,E-Commerce & Marketplaces,5311,US,0.0224,Moderate,2020-04-10,2,0,174693.94
M6140,Nexus Cafe,E-Commerce & Marketplaces,5311,IN,0.0214,Moderate,2021-08-22,2,0,650229.6
M1110,Vertex Ventures,Crypto & Digital Assets,6051,FR,0.0381,Extreme,2023-01-05,2,1,516780.28
M9797,Global Direct,Financial Services & SaaS,5999,US,0.0262,Moderate,2022-08-25,1,0,1500646.89
M8717,Nexus Cloud,Healthcare & Wellness,8099,DE,0.0219,Low,2020-07-22,2,0,894474.52
M3833,Summit Tech,Healthcare & Wellness,8099,IN,0.0151,Low,2021-10-22,1,0,1814102.0
M3469,Starlight Hub,Food & Dining,5812,SG,0.0228,Low,2021-09-11,1,0,1679380.72
M8915,Summit Tech,Crypto & Digital Assets,6051,GB,0.0352,Extreme,2023-11-13,1,0,1314488.05
M5164,Prime Ventures,Electronics & Computers,5732,AU,0.0223,Moderate,2023-03-06,1,0,2193169.88
M7069,Zenith Hub,Gaming & Virtual Goods,7995,GB,0.0327,High,2023-05-28,2,1,1944723.6
M4742,Vanguard Pay,Healthcare & Wellness,8099,FR,0.0216,Low,2023-11-10,1,0,663194.74
M4380,Zenith Pay,Food & Dining,5812,IN,0.0211,Low,2023-09-28,3,0,2102826.85
M9884,Nexus Express,E-Commerce & Marketplaces,5311,IN,0.0219,Moderate,2022-08-14,1,0,1026587.75
M6448,Pulse Logistics,Gaming & Virtual Goods,7995,SG,0.0312,High,2021-11-29,1,0,528425.11
M2865,Pioneer Express,Travel & Airlines,4511,US,0.0264,High,2022-06-02,2,0,2376004.35
M1532,Alpha Air,Travel & Airlines,4511,AU,0.026,High,2023-04-23,1,0,708873.95
M1825,Aero Pay,Healthcare & Wellness,8099,GB,0.0217,Low,2023-08-17,1,0,2369643.41
M7145,Horizon Retail,Grocery & Supermarket,5411,US,0.0198,Low,2020-03-26,1,0,968755.86
M8084,Swift Hub,Crypto & Digital Assets,6051,US,0.0407,Extreme,2021-09-19,2,0,2305713.8
M3033,Apex Store,Healthcare & Wellness,8099,AU,0.0161,Low,2023-05-26,1,0,507749.42
M7650,Titan Mart,Financial Services & SaaS,5999,SG,0.0257,Extreme,2023-12-05,1,0,628672.07
M6936,Pulse Mart,Gaming & Virtual Goods,7995,CA,0.031,High,2020-06-12,1,1,1710866.79
M7240,Hyper Foods,Healthcare & Wellness,8099,IN,0.0211,Low,2021-08-28,3,0,1206682.35
M1198,Aero Foods,Travel & Airlines,4511,US,0.0256,Moderate,2020-07-24,2,0,1608700.85
M3594,Aero Holdings,E-Commerce & Marketplaces,5311,CA,0.029,Moderate,2022-07-30,1,0,2179063.01
M2151,Titan Mart,Grocery & Supermarket,5411,IN,0.0155,Low,2024-05-23,1,0,2056993.56
M5539,Nexus Hub,Gaming & Virtual Goods,7995,FR,0.0297,High,2023-01-26,2,0,130889.13
M5440,Alpha Direct,Travel & Airlines,4511,GB,0.0256,High,2023-10-04,1,0,2347558.27
M6206,Hyper Air,Crypto & Digital Assets,6051,GB,0.0383,Extreme,2022-08-15,3,1,707183.84
M1823,Apex Direct,E-Commerce & Marketplaces,5311,SG,0.0211,Moderate,2020-09-18,2,0,2146173.08
M4884,Alpha Pay,Financial Services & SaaS,5999,SG,0.0276,Moderate,2022-12-03,3,0,1912807.24
M2955,Cyber Express,Grocery & Supermarket,5411,GB,0.014,Extreme,2020-12-24,1,0,393016.52
M7514,Pulse Logistics,Electronics & Computers,5732,SG,0.027,Moderate,2022-05-12,7,0,2316582.87
