dispute_id,transaction_id,customer_id,merchant_id,dispute_date,dispute_reason,disputed_amount,dispute_status,evidence_submitted,chargeback_fee_usd,resolution_date,liability_assigned
DSP204217,TX109997,C37535,M7062,2025-09-02,Product Defective / Unacceptable,154.3,Won - Customer,1,35.0,2025-10-10,Merchant
DSP204218,TX102168,C14207,M6150,2025-09-06,Product Defective / Unacceptable,159.76,Arbitration,1,20.0,2025-10-16,Issuing Bank
DSP204219,TX266274,C59851,M9313,2025-04-30,Friendly Fraud / Unrecognized,1200.83,Won - Customer,1,35.0,2025-05-26,Merchant
DSP204220,TX102447,C99928,M4866,2025-12-05,Credit Not Processed,1000.92,Won - Merchant,1,20.0,2026-02-02,Cardholder
DSP204221,TX103382,C53719,M8612,2025-05-05,Subscription Cancelled,668.15,Chargeback Reversed,1,20.0,2025-05-23,Cardholder
DSP204222,TX110825,C67422,M1713,2025-06-11,Duplicate Processing,677.54,Under Review,1,15.0,,Pending
DSP204223,TX113483,C20322,M3579,2026-01-26,Credit Not Processed,1214.2,Won - Customer,1,20.0,2026-02-02,Merchant
DSP204224,TX112581,C51441,M3504,2025-04-23,Subscription Cancelled,541.51,Arbitration,1,25.0,2025-05-21,Issuing Bank
DSP204225,TX102045,C31079,M9618,2025-05-05,Subscription Cancelled,204.05,Under Review,1,25.0,,Pending
DSP204226,TX111545,C81364,M3317,2025-05-22,Friendly Fraud / Unrecognized,675.87,Chargeback Reversed,0,35.0,2025-06-25,Issuing Bank
DSP204227,TX111047,C98259,M7626,2025-07-22,Subscription Cancelled,928.43,Arbitration,1,20.0,2025-08-24,Cardholder
DSP204228,TX107925,C32946,M1627,2025-12-18,Friendly Fraud / Unrecognized,1737.97,Won - Merchant,1,15.0,2026-01-26,Cardholder
DSP204229,TX108317,C75338,M5193,2025-12-07,Duplicate Processing,1251.03,Chargeback Reversed,0,50.0,2026-01-25,Cardholder
DSP204230,TX114842,C57453,M2548,2026-04-21,Product Defective / Unacceptable,862.67,Won - Customer,1,15.0,2026-06-05,Merchant
DSP204231,TX113275,C34931,M6776,2025-09-13,Fraudulent Transaction,503.12,Pending Evidence,0,25.0,,Pending
DSP204232,TX104070,C83792,M9725,2025-01-23,Friendly Fraud / Unrecognized,1241.03,Won - Customer,1,20.0,2025-03-15,Merchant
DSP204233,TX112645,C58944,M2336,2026-06-09,Duplicate Processing,826.77,Chargeback Reversed,0,15.0,2026-07-29,Cardholder
DSP204234,TX109808,C10726,M5742,2025-12-28,Product Defective / Unacceptable,1019.07,Pending Evidence,1,15.0,,Pending
DSP204235,TX101253,C16629,M9129,2025-10-28,Item Not Received,1595.69,Won - Merchant,1,20.0,2025-12-01,Cardholder
DSP204236,TX101434,C17665,M5712,2025-07-17,Item Not Received,523.25,Won - Merchant,1,20.0,2025-08-29,Cardholder
DSP204237,TX113118,C83792,M8311,2025-04-18,Product Defective / Unacceptable,1907.25,Arbitration,1,20.0,2025-05-25,Merchant
DSP204238,TX110747,C14809,M6060,2025-03-28,Subscription Cancelled,256.38,Under Review,0,20.0,,Pending
DSP204239,TX109843,C73788,M4871,2025-02-13,Item Not Received,1844.71,Pending Evidence,1,25.0,,Pending
DSP204240,TX113072,C42914,M8406,2026-02-01,Subscription Cancelled,1556.74,Arbitration,1,25.0,2026-03-29,Merchant
DSP204241,TX104973,C13794,M9725,2026-04-06,Fraudulent Transaction,842.58,Won - Customer,1,15.0,2026-05-07,Merchant
DSP204242,TX113924,C91057,M3579,2026-03-28,Credit Not Processed,333.97,Arbitration,1,20.0,2026-05-04,Merchant
DSP204243,TX101889,C58944,M4068,2025-02-18,Product Defective / Unacceptable,1007.25,Arbitration,1,15.0,2025-03-29,Merchant
DSP204244,TX106584,C81426,M6461,2025-09-22,Fraudulent Transaction,1006.01,Won - Merchant,1,35.0,2025-11-12,Cardholder
DSP204245,TX111047,C98259,M7626,2025-08-08,Fraudulent Transaction,928.43,Won - Merchant,1,50.0,2025-08-17,Issuing Bank
DSP204246,TX102605,C17894,M6082,2026-04-28,Item Not Received,154.83,Chargeback Reversed,1,35.0,2026-06-03,Cardholder
DSP204247,TX109711,C87812,M2106,2026-05-06,Subscription Cancelled,98.95,Under Review,1,15.0,,Pending
DSP204248,TX105643,C41499,M9882,2025-02-11,Item Not Received,1286.28,Arbitration,1,15.0,2025-03-20,Merchant
DSP204249,TX113508,C44993,M3473,2025-03-12,Subscription Cancelled,370.21,Won - Customer,1,35.0,2025-04-12,Merchant
DSP204250,TX103515,C90623,M9443,2026-01-27,Item Not Received,683.74,Won - Merchant,1,20.0,2026-02-17,Cardholder
DSP204251,TX111077,C18834,M6053,2025-05-11,Credit Not Processed,643.63,Won - Customer,1,15.0,2025-06-06,Merchant
DSP204252,TX105863,C62743,M2502,2026-03-22,Subscription Cancelled,100.0,Won - Merchant,1,20.0,2026-04-12,Cardholder
DSP204253,TX100219,C99928,M1605,2026-05-09,Friendly Fraud / Unrecognized,337.99,Chargeback Reversed,1,50.0,2026-06-26,Merchant
DSP204254,TX101237,C50857,M2438,2025-07-26,Duplicate Processing,204.73,Won - Merchant,1,50.0,2025-08-24,Issuing Bank
DSP204255,TX105174,C14117,M8032,2025-05-03,Friendly Fraud / Unrecognized,740.51,Won - Customer,1,15.0,2025-06-21,Payment Processor
DSP204256,TX108843,C90120,M6438,2025-03-04,Item Not Received,234.29,Arbitration,1,35.0,2025-03-15,Issuing Bank
DSP204257,TX102558,C28373,M1461,2025-11-29,Item Not Received,1729.78,Pending Evidence,1,50.0,,Pending
DSP204258,TX108112,C45400,M4711,2026-05-15,Duplicate Processing,127.62,Arbitration,1,15.0,2026-06-23,Payment Processor
DSP204259,TX111462,C70946,M8305,2025-02-12,Subscription Cancelled,1492.14,Under Review,1,25.0,,Pending
DSP204260,TX101442,C66346,M3828,2025-07-25,Friendly Fraud / Unrecognized,751.65,Chargeback Reversed,1,20.0,2025-09-09,Cardholder
DSP204261,TX102140,C44782,M4950,2025-02-01,Duplicate Processing,1289.58,Under Review,1,20.0,,Pending
DSP204262,TX283891,C98381,M4748,2025-08-08,Credit Not Processed,1275.71,Arbitration,1,20.0,2025-09-16,Merchant
DSP204263,TX100823,C96870,M2106,2025-03-28,Credit Not Processed,988.14,Under Review,1,35.0,,Pending
DSP204264,TX105880,C12799,M2298,2026-06-11,Subscription Cancelled,873.75,Chargeback Reversed,1,50.0,2026-07-11,Cardholder
DSP204265,TX101542,C12875,M3828,2026-06-06,Subscription Cancelled,351.84,Pending Evidence,1,35.0,,Pending
DSP204266,TX109059,C64379,M4509,2026-04-16,Item Not Received,982.45,Under Review,0,15.0,,Pending
DSP204267,TX240358,C16776,M3267,2026-03-10,Friendly Fraud / Unrecognized,314.37,Under Review,0,50.0,,Pending
DSP204268,TX100753,C39038,M6381,2025-07-13,Fraudulent Transaction,949.78,Under Review,1,15.0,,Pending
DSP204269,TX110062,C22240,M6848,2025-12-22,Fraudulent Transaction,1809.76,Won - Customer,1,20.0,2026-01-07,Merchant
DSP204270,TX202964,C90308,M4158,2026-03-21,Subscription Cancelled,729.02,Won - Merchant,1,25.0,2026-05-11,Cardholder
DSP204271,TX105043,C41850,M7026,2026-05-18,Credit Not Processed,1607.91,Chargeback Reversed,0,25.0,2026-06-01,Payment Processor
DSP204272,TX105975,C21959,M5743,2025-09-10,Item Not Received,820.76,Won - Customer,1,35.0,2025-09-24,Merchant
DSP204273,TX107116,C50404,M6567,2025-08-15,Credit Not Processed,437.27,Under Review,0,50.0,,Pending
DSP204274,TX293719,C41439,M2693,2025-01-27,Friendly Fraud / Unrecognized,1138.89,Arbitration,1,50.0,2025-02-04,Cardholder
DSP204275,TX102012,C57942,M6062,2026-06-05,Fraudulent Transaction,1359.15,Won - Merchant,1,25.0,2026-07-25,Cardholder
DSP204276,TX105343,C42953,M2353,2026-05-24,Friendly Fraud / Unrecognized,804.4,Won - Customer,1,25.0,2026-07-07,Merchant
DSP204277,TX106441,C22735,M3658,2026-01-23,Product Defective / Unacceptable,874.77,Chargeback Reversed,1,35.0,2026-03-13,Cardholder
DSP204278,TX114764,C84177,M2215,2025-09-14,Fraudulent Transaction,1798.5,Won - Merchant,1,50.0,2025-10-23,Cardholder
DSP204279,TX111997,C49824,M8532,2026-05-10,Fraudulent Transaction,1714.0,Arbitration,1,25.0,2026-07-03,Cardholder
DSP204280,TX111976,C70332,M7256,2025-03-07,Credit Not Processed,741.52,Chargeback Reversed,1,35.0,2025-03-19,Cardholder
DSP204281,TX283540,C50492,M2290,2025-05-25,Product Defective / Unacceptable,107.79,Arbitration,1,50.0,2025-07-11,Merchant
DSP204282,TX109092,C21813,M1815,2025-06-09,Fraudulent Transaction,1568.33,Under Review,1,35.0,,Pending
DSP204283,TX100498,C27038,M3352,2025-08-27,Fraudulent Transaction,1917.7,Chargeback Reversed,1,35.0,2025-10-20,Payment Processor
DSP204284,TX114536,C92502,M5640,2025-04-04,Fraudulent Transaction,1800.43,Chargeback Reversed,1,35.0,2025-05-19,Cardholder
DSP204285,TX107714,C66387,M9945,2026-03-05,Credit Not Processed,1831.73,Under Review,1,50.0,,Pending
DSP204286,TX114300,C49608,M4268,2025-07-11,Fraudulent Transaction,1878.83,Pending Evidence,1,50.0,,Pending
DSP204287,TX102535,C60205,M3827,2025-10-06,Item Not Received,717.07,Arbitration,1,35.0,2025-10-27,Payment Processor
DSP204288,TX104920,C22676,M7878,2026-05-21,Fraudulent Transaction,719.65,Under Review,1,20.0,,Pending
DSP204289,TX105364,C54942,M6848,2025-06-13,Friendly Fraud / Unrecognized,430.93,Won - Merchant,1,20.0,2025-06-30,Cardholder
DSP204290,TX100179,C71644,M5743,2025-11-24,Item Not Received,1293.63,Won - Merchant,1,20.0,2025-12-03,Cardholder
DSP204291,TX113411,C44816,M6150,2025-03-08,Fraudulent Transaction,5.27,Under Review,1,50.0,,Pending
DSP204292,TX105485,C17989,M1618,2025-03-28,Fraudulent Transaction,45.83,Pending Evidence,1,20.0,,Pending
DSP204293,TX108901,C51347,M8565,2025-05-05,Fraudulent Transaction,100.0,Under Review,0,35.0,,Pending
DSP204294,TX112834,C89131,M2118,2025-09-13,Subscription Cancelled,177.36,Chargeback Reversed,1,25.0,2025-10-11,Issuing Bank
DSP204295,TX102791,C38221,M8043,2026-02-26,Duplicate Processing,788.22,Won - Customer,1,50.0,2026-03-25,Merchant
DSP204296,TX101828,C67939,M4862,2025-01-29,Duplicate Processing,1297.79,Under Review,1,35.0,,Pending
DSP204297,TX112966,C24208,M2680,2025-11-07,Subscription Cancelled,639.7,Won - Customer,1,15.0,2025-12-13,Payment Processor
DSP204298,TX109349,C64548,M3185,2025-03-01,Duplicate Processing,1210.03,Won - Customer,1,15.0,2025-03-26,Merchant
DSP204299,TX110368,C19099,M7825,2026-03-22,Credit Not Processed,381.25,Arbitration,1,20.0,2026-05-03,Payment Processor
DSP204300,TX236199,C46994,M8675,2025-06-06,Fraudulent Transaction,328.36,Chargeback Reversed,0,25.0,2025-07-29,Payment Processor
DSP204301,TX100586,C54548,M7859,2025-07-19,Fraudulent Transaction,772.33,Won - Merchant,1,25.0,2025-09-05,Cardholder
DSP204302,TX103811,C99873,M3002,2025-03-25,Duplicate Processing,100.0,Under Review,0,25.0,,Pending
DSP204303,TX111126,C57012,M7041,2025-12-10,Friendly Fraud / Unrecognized,1383.08,Chargeback Reversed,1,20.0,2026-01-02,Issuing Bank
DSP204304,TX108552,C13101,M4963,2026-01-12,Credit Not Processed,1346.52,Pending Evidence,0,15.0,,Pending
DSP204305,TX114667,C69609,M2336,2025-10-05,Duplicate Processing,891.66,Chargeback Reversed,1,35.0,2025-10-17,Merchant
DSP204306,TX102334,C35825,M7333,2025-05-18,Fraudulent Transaction,609.37,Won - Merchant,1,35.0,2025-07-15,Cardholder
DSP204307,TX103494,C77715,M6447,2025-05-24,Subscription Cancelled,653.14,Arbitration,1,50.0,2025-06-25,Issuing Bank
DSP204308,TX112012,C41285,M6482,2025-05-25,Fraudulent Transaction,1747.48,Arbitration,1,15.0,2025-06-16,Payment Processor
DSP204309,TX102950,C80282,M1920,2026-04-06,Product Defective / Unacceptable,1404.93,Chargeback Reversed,0,50.0,2026-05-06,Payment Processor
DSP204310,TX114662,C52622,M1618,2026-05-11,Product Defective / Unacceptable,1216.21,Arbitration,1,15.0,2026-06-05,Merchant
DSP204311,TX111322,C34050,M7041,2025-06-01,Friendly Fraud / Unrecognized,318.42,Won - Merchant,1,50.0,2025-07-09,Cardholder
DSP204312,TX109870,C65296,M8565,2026-03-04,Credit Not Processed,1504.13,Won - Customer,1,35.0,2026-04-08,Merchant
DSP204313,TX104023,C39949,M5703,2025-02-26,Friendly Fraud / Unrecognized,1131.58,Chargeback Reversed,1,25.0,2025-03-18,Issuing Bank
DSP204314,TX105667,C63492,M8601,2025-01-28,Product Defective / Unacceptable,1818.37,Pending Evidence,0,15.0,,Pending
DSP204315,TX278235,C10284,M7714,2025-06-25,Friendly Fraud / Unrecognized,581.78,Pending Evidence,1,25.0,,Pending
DSP204316,TX106360,C21813,M4950,2025-11-23,Product Defective / Unacceptable,153.95,Pending Evidence,1,25.0,,Pending
DSP204317,TX233030,C79470,M5468,2025-12-12,Friendly Fraud / Unrecognized,511.87,Arbitration,1,35.0,2026-01-14,Merchant
DSP204318,TX225366,C38705,M2213,2025-08-09,Duplicate Processing,1192.35,Chargeback Reversed,1,35.0,2025-08-17,Merchant
DSP204319,TX111726,C93611,M2929,2026-02-24,Credit Not Processed,63.15,Pending Evidence,0,35.0,,Pending
DSP204320,TX111766,C86019,M8361,2026-06-16,Product Defective / Unacceptable,428.2,Pending Evidence,1,15.0,,Pending
DSP204321,TX106700,C24168,M6267,2025-11-09,Item Not Received,220.48,Chargeback Reversed,0,15.0,2025-12-19,Payment Processor
DSP204322,TX210602,C54034,M1713,2025-03-21,Credit Not Processed,180.58,Won - Merchant,1,15.0,2025-05-12,Cardholder
DSP204323,TX109324,C42850,M9691,2025-06-03,Friendly Fraud / Unrecognized,846.87,Chargeback Reversed,0,35.0,2025-07-18,Payment Processor
DSP204324,TX108774,C29973,M3414,2025-05-18,Fraudulent Transaction,1409.27,Arbitration,1,35.0,2025-06-08,Payment Processor
DSP204325,TX106860,C91416,M1939,2026-02-23,Friendly Fraud / Unrecognized,79.17,Won - Merchant,1,50.0,2026-03-09,Cardholder
DSP204326,TX109433,C45992,M7116,2026-01-11,Credit Not Processed,1076.61,Won - Merchant,1,35.0,2026-02-02,Cardholder
DSP204327,TX101963,C16028,M7730,2025-05-29,Friendly Fraud / Unrecognized,1324.49,Won - Customer,1,50.0,2025-06-12,Merchant
DSP204328,TX113010,C76162,M1424,2026-05-09,Fraudulent Transaction,1610.32,Arbitration,1,25.0,2026-05-16,Issuing Bank
DSP204329,TX236722,C46343,M8915,2025-07-13,Subscription Cancelled,243.76,Under Review,0,20.0,,Pending
DSP204330,TX100266,C96363,M1854,2025-11-16,Subscription Cancelled,830.05,Pending Evidence,1,35.0,,Pending
DSP204331,TX110372,C40828,M4509,2025-03-20,Duplicate Processing,1532.42,Pending Evidence,1,35.0,,Pending
DSP204332,TX113152,C49824,M8242,2026-01-26,Subscription Cancelled,660.98,Arbitration,1,25.0,2026-03-21,Payment Processor
DSP204333,TX108321,C81987,M6626,2025-08-18,Product Defective / Unacceptable,100.0,Won - Customer,1,35.0,2025-09-04,Merchant
DSP204334,TX111243,C78522,M3878,2025-05-02,Duplicate Processing,1264.61,Won - Customer,1,50.0,2025-06-28,Merchant
DSP204335,TX110045,C96275,M1341,2025-10-16,Fraudulent Transaction,1984.09,Under Review,1,50.0,,Pending
DSP204336,TX106749,C68008,M7859,2026-02-09,Subscription Cancelled,100.0,Won - Customer,1,25.0,2026-04-09,Merchant
DSP204337,TX113288,C37760,M1474,2026-06-08,Item Not Received,70.99,Arbitration,1,25.0,2026-07-01,Merchant
DSP204338,TX102386,C80855,M1430,2025-08-02,Friendly Fraud / Unrecognized,170.23,Arbitration,1,50.0,2025-09-19,Issuing Bank
DSP204339,TX102969,C87139,M2215,2026-04-25,Credit Not Processed,57.19,Chargeback Reversed,0,15.0,2026-05-03,Payment Processor
DSP204340,TX112137,C91057,M1502,2025-06-09,Fraudulent Transaction,1966.35,Arbitration,1,50.0,2025-07-10,Issuing Bank
DSP204341,TX112344,C87356,M3463,2025-02-13,Duplicate Processing,777.48,Won - Merchant,1,35.0,2025-03-24,Issuing Bank
DSP204342,TX105419,C25095,M3621,2026-02-19,Fraudulent Transaction,114.98,Won - Merchant,1,35.0,2026-03-03,Cardholder
DSP204343,TX109373,C57823,M6179,2025-02-13,Credit Not Processed,1915.96,Chargeback Reversed,0,20.0,2025-02-26,Issuing Bank
DSP204344,TX109162,C88104,M7272,2026-02-07,Friendly Fraud / Unrecognized,1749.72,Under Review,0,50.0,,Pending
DSP204345,TX101221,C44760,M4232,2025-04-28,Credit Not Processed,1426.98,Pending Evidence,1,20.0,,Pending
DSP204346,TX284695,C41890,M6053,2025-10-29,Item Not Received,404.3,Pending Evidence,0,25.0,,Pending
DSP204347,TX108318,C67377,M2734,2025-08-12,Fraudulent Transaction,383.44,Won - Merchant,1,15.0,2025-09-23,Cardholder
DSP204348,TX114788,C79621,M6567,2025-09-02,Fraudulent Transaction,1834.93,Pending Evidence,1,25.0,,Pending
DSP204349,TX112424,C30861,M1713,2026-02-10,Fraudulent Transaction,1955.54,Arbitration,1,35.0,2026-03-12,Cardholder
DSP204350,TX106597,C92345,M9782,2026-05-10,Product Defective / Unacceptable,977.61,Won - Customer,1,35.0,2026-06-15,Merchant
DSP204351,TX113828,C58434,M4891,2026-04-02,Friendly Fraud / Unrecognized,100.0,Pending Evidence,1,20.0,,Pending
DSP204352,TX113685,C44663,M3972,2025-05-06,Fraudulent Transaction,1827.94,Arbitration,1,15.0,2025-07-02,Cardholder
DSP204353,TX112584,C51224,M1641,2026-04-08,Subscription Cancelled,482.85,Under Review,1,35.0,,Pending
DSP204354,TX108772,C72518,M6850,2026-02-09,Friendly Fraud / Unrecognized,1536.03,Under Review,1,50.0,,Pending
DSP204355,TX112845,C43289,M2336,2025-07-19,Fraudulent Transaction,501.3,Arbitration,1,25.0,2025-07-26,Cardholder
DSP204356,TX114095,C62581,M5640,2026-01-07,Item Not Received,868.59,Won - Customer,1,20.0,2026-01-14,Merchant
DSP204357,TX113673,C37659,M1599,2025-07-30,Fraudulent Transaction,1423.33,Chargeback Reversed,0,35.0,2025-09-17,Payment Processor
DSP204358,TX101600,C38906,M3093,2025-02-13,Friendly Fraud / Unrecognized,1220.66,Arbitration,1,25.0,2025-04-13,Payment Processor
DSP204359,TX109505,C47777,M3273,2025-04-06,Credit Not Processed,107.03,Arbitration,1,20.0,2025-05-05,Merchant
DSP204360,TX103398,C60140,M3339,2025-09-10,Friendly Fraud / Unrecognized,598.47,Under Review,0,25.0,,Pending
DSP204361,TX109266,C71669,M6493,2025-09-12,Fraudulent Transaction,1522.06,Under Review,1,50.0,,Pending
DSP204362,TX114665,C21188,M3009,2025-05-29,Fraudulent Transaction,1814.99,Won - Customer,1,20.0,2025-07-08,Merchant
DSP204363,TX110144,C11934,M6751,2026-03-07,Fraudulent Transaction,718.54,Won - Merchant,1,20.0,2026-04-28,Cardholder
DSP204364,TX109356,C49824,M7560,2025-09-25,Item Not Received,809.49,Pending Evidence,0,25.0,,Pending
DSP204365,TX110113,C67199,M6908,2025-09-13,Item Not Received,648.1,Won - Customer,1,50.0,2025-10-28,Merchant
DSP204366,TX112981,C19359,M8581,2025-06-13,Product Defective / Unacceptable,1889.64,Pending Evidence,1,25.0,,Pending
DSP204367,TX101731,C87278,M3972,2025-11-18,Credit Not Processed,1568.59,Won - Merchant,1,20.0,2025-12-10,Issuing Bank
DSP204368,TX102435,C26199,M6080,2026-01-05,Credit Not Processed,507.94,Under Review,1,35.0,,Pending
DSP204369,TX101146,C55293,M1693,2026-02-03,Duplicate Processing,736.62,Under Review,1,50.0,,Pending
DSP204370,TX112986,C57819,M7333,2025-03-16,Fraudulent Transaction,509.46,Pending Evidence,1,20.0,,Pending
DSP204371,TX106120,C62350,M3002,2025-03-07,Fraudulent Transaction,135.61,Chargeback Reversed,0,35.0,2025-05-01,Merchant
DSP204372,TX232323,C93917,M3267,2026-01-18,Fraudulent Transaction,1335.35,Chargeback Reversed,0,35.0,2026-01-25,Cardholder
DSP204373,TX113610,C40595,M9312,2026-04-08,Duplicate Processing,517.22,Won - Merchant,1,15.0,2026-05-11,Cardholder
DSP204374,TX106704,C43681,M7731,2025-02-02,Product Defective / Unacceptable,916.18,Arbitration,1,25.0,2025-03-10,Payment Processor
DSP204375,TX105291,C89069,M6072,2025-09-08,Friendly Fraud / Unrecognized,826.83,Won - Customer,1,15.0,2025-09-27,Payment Processor
DSP204376,TX111111,C50857,M4891,2025-01-04,Fraudulent Transaction,524.52,Pending Evidence,1,15.0,,Pending
DSP204377,TX102710,C24029,M9482,2026-03-11,Product Defective / Unacceptable,1223.37,Arbitration,1,25.0,2026-04-24,Merchant
DSP204378,TX102333,C21970,M8218,2025-10-29,Duplicate Processing,100.0,Chargeback Reversed,0,15.0,2025-12-19,Payment Processor
DSP204379,TX242930,C53924,M6456,2025-09-20,Item Not Received,311.01,Chargeback Reversed,0,15.0,2025-11-05,Payment Processor
DSP204380,TX108067,C32431,M6952,2025-04-22,Fraudulent Transaction,1596.01,Arbitration,1,25.0,2025-04-30,Payment Processor
DSP204381,TX100821,C64459,M2965,2025-03-30,Duplicate Processing,29.06,Arbitration,1,20.0,2025-04-14,Merchant
DSP204382,TX104764,C69682,M5678,2025-05-11,Fraudulent Transaction,1875.39,Pending Evidence,1,50.0,,Pending
DSP204383,TX108780,C30758,M6962,2025-02-17,Credit Not Processed,660.39,Won - Merchant,1,20.0,2025-03-25,Cardholder
DSP204384,TX110599,C44522,M6083,2026-05-06,Fraudulent Transaction,902.3,Chargeback Reversed,1,35.0,2026-06-13,Merchant
DSP204385,TX228099,C12942,M2311,2025-08-02,Fraudulent Transaction,1456.46,Pending Evidence,1,15.0,,Pending
DSP204386,TX109074,C67560,M5668,2025-04-05,Credit Not Processed,788.67,Under Review,0,35.0,,Pending
DSP204387,TX247159,C91381,M7862,2025-08-14,Subscription Cancelled,647.64,Chargeback Reversed,1,25.0,2025-09-17,Payment Processor
DSP204388,TX108313,C60277,M7505,2025-10-02,Product Defective / Unacceptable,121.92,Chargeback Reversed,1,50.0,2025-11-26,Payment Processor
DSP204389,TX104816,C38906,M8612,2025-10-30,Item Not Received,66.88,Pending Evidence,0,15.0,,Pending
DSP204390,TX110147,C40784,M3248,2025-05-03,Fraudulent Transaction,1404.52,Pending Evidence,1,25.0,,Pending
DSP204391,TX106108,C43466,M7081,2025-09-23,Credit Not Processed,119.78,Chargeback Reversed,0,35.0,2025-10-16,Issuing Bank
DSP204392,TX112414,C81376,M2288,2025-08-07,Duplicate Processing,989.26,Pending Evidence,1,25.0,,Pending
DSP204393,TX106181,C95841,M9394,2026-05-16,Subscription Cancelled,27.94,Chargeback Reversed,1,20.0,2026-06-23,Payment Processor
DSP204394,TX109109,C95813,M1086,2026-05-23,Duplicate Processing,661.6,Arbitration,1,25.0,2026-07-15,Payment Processor
DSP204395,TX112630,C43466,M8612,2025-06-09,Subscription Cancelled,1636.41,Arbitration,1,15.0,2025-07-11,Cardholder
DSP204396,TX104763,C68153,M1717,2025-12-06,Fraudulent Transaction,383.64,Arbitration,1,25.0,2026-01-18,Cardholder
DSP204397,TX247179,C80619,M2337,2025-04-18,Fraudulent Transaction,577.12,Chargeback Reversed,1,25.0,2025-06-12,Payment Processor
DSP204398,TX111680,C81819,M7334,2025-02-28,Item Not Received,376.67,Pending Evidence,0,15.0,,Pending
DSP204399,TX100101,C69469,M4630,2025-04-21,Credit Not Processed,795.51,Arbitration,1,50.0,2025-05-12,Merchant
DSP204400,TX101017,C87110,M3955,2025-06-15,Item Not Received,1331.32,Won - Merchant,1,50.0,2025-06-24,Cardholder
DSP204401,TX101796,C18330,M3578,2025-08-04,Friendly Fraud / Unrecognized,1309.99,Arbitration,1,50.0,2025-08-30,Merchant
DSP204402,TX114647,C41186,M3399,2026-04-18,Duplicate Processing,333.51,Won - Merchant,1,35.0,2026-05-05,Cardholder
DSP204403,TX230936,C81240,M6659,2025-01-15,Subscription Cancelled,1194.49,Arbitration,1,50.0,2025-01-26,Cardholder
DSP204404,TX104805,C29887,M6179,2025-12-14,Product Defective / Unacceptable,203.42,Arbitration,1,15.0,2026-01-27,Merchant
DSP204405,TX101478,C44760,M9317,2026-05-30,Friendly Fraud / Unrecognized,839.15,Won - Merchant,1,35.0,2026-07-21,Cardholder
DSP204406,TX100382,C72616,M9047,2025-05-13,Duplicate Processing,813.71,Won - Customer,1,50.0,2025-06-15,Merchant
DSP204407,TX108672,C55293,M6759,2025-12-05,Fraudulent Transaction,1144.67,Won - Merchant,1,35.0,2026-01-14,Issuing Bank
DSP204408,TX101564,C28758,M2337,2025-03-04,Fraudulent Transaction,1183.62,Arbitration,1,15.0,2025-04-16,Payment Processor
DSP204409,TX112268,C82667,M6080,2025-11-22,Duplicate Processing,99.21,Arbitration,1,50.0,2025-12-08,Payment Processor
DSP204410,TX100994,C88697,M4941,2026-04-26,Duplicate Processing,1654.38,Won - Merchant,1,50.0,2026-05-23,Cardholder
DSP204411,TX113951,C24371,M2029,2025-04-16,Fraudulent Transaction,1839.78,Chargeback Reversed,1,15.0,2025-05-08,Issuing Bank
DSP204412,TX102848,C21957,M3828,2025-02-07,Credit Not Processed,333.36,Won - Merchant,1,25.0,2025-03-10,Issuing Bank
DSP204413,TX108496,C63545,M6962,2025-11-18,Subscription Cancelled,100.0,Won - Customer,1,50.0,2025-12-24,Merchant
DSP204414,TX100858,C89569,M6567,2026-05-23,Duplicate Processing,123.0,Under Review,0,25.0,,Pending
DSP204415,TX101174,C39816,M8702,2025-05-25,Item Not Received,1671.0,Chargeback Reversed,0,15.0,2025-07-15,Merchant
DSP204416,TX114486,C45614,M8272,2025-09-01,Friendly Fraud / Unrecognized,711.56,Won - Customer,1,15.0,2025-10-04,Merchant
DSP204417,TX107166,C54587,M2029,2026-05-15,Friendly Fraud / Unrecognized,782.31,Chargeback Reversed,1,15.0,2026-06-28,Cardholder
DSP204418,TX107281,C41385,M9482,2025-08-18,Subscription Cancelled,1412.49,Pending Evidence,1,20.0,,Pending
DSP204419,TX111457,C44970,M5155,2025-02-26,Credit Not Processed,1041.06,Under Review,1,35.0,,Pending
DSP204420,TX100969,C19099,M9586,2026-01-22,Item Not Received,705.34,Chargeback Reversed,0,35.0,2026-03-08,Merchant
DSP204421,TX100684,C39389,M7012,2026-05-08,Fraudulent Transaction,1901.37,Won - Customer,1,35.0,2026-05-30,Merchant
DSP204422,TX107145,C85631,M1307,2025-06-23,Product Defective / Unacceptable,1790.58,Arbitration,1,25.0,2025-07-20,Issuing Bank
DSP204423,TX112248,C17816,M5498,2025-07-11,Fraudulent Transaction,1654.27,Arbitration,1,20.0,2025-08-07,Issuing Bank
DSP204424,TX234337,C28804,M1551,2025-11-24,Product Defective / Unacceptable,988.83,Won - Merchant,1,50.0,2026-01-12,Cardholder
DSP204425,TX108525,C43082,M9937,2026-02-23,Credit Not Processed,684.99,Won - Customer,1,20.0,2026-03-25,Merchant
DSP204426,TX288451,C61508,M2328,2026-02-26,Subscription Cancelled,75.81,Under Review,0,20.0,,Pending
DSP204427,TX100609,C73788,M7731,2026-05-27,Item Not Received,231.65,Arbitration,1,25.0,2026-06-05,Cardholder
DSP204428,TX112534,C23396,M4533,2026-04-10,Credit Not Processed,702.2,Chargeback Reversed,1,20.0,2026-05-12,Issuing Bank
